"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2058427";"";"None";"347.22";"0";"2.66";"3gg";"C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3ccc(Br)cc23)N1C";"Ki";"'='";"9118.0";"nM";"5.04";"";"";"UO_0000065";"14.52";"0.33";"2.38";"9.75";"0";"CHEMBL2445942";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in Flp-In CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440075";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"9118.0"
"CHEMBL2058428";"";"None";"347.22";"0";"2.66";"3hh";"C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3cc(Br)ccc23)N1C";"Ki";"'='";"4681.0";"nM";"5.33";"";"";"UO_0000065";"15.35";"0.35";"2.67";"10.31";"0";"CHEMBL2445942";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in Flp-In CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440075";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"4681.0"
"CHEMBL267930";"SPIPERONE";"2.0";"395.48";"0";"3.22";"27 (Spiperone)";"O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1";"Ki";"'='";"63000.0";"nM";"4.20";"";"";"UO_0000065";"10.62";"0.20";"0.98";"7.98";"0";"CHEMBL620714";"Binding affinity towards human 5-hydroxytryptamine 5A receptor was evaluated using [3H]-5-CT as radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145819";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"63000.0"
"CHEMBL2442275";"";"None";"319.16";"0";"2.27";"3l";"CN1C(=N)N/C(=C/c2c[nH]c3cccc(Br)c23)C1=O";"Ki";"'='";"1282.0";"nM";"5.89";"";"";"UO_0000065";"18.46";"0.42";"3.62";"8.19";"0";"CHEMBL2445942";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in Flp-In CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440075";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"1282.0"
"CHEMBL6310";"";"None";"202.26";"0";"1.82";"51";"COc1ccc2c3c([nH]c2c1)CNCC3";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL618086";"Binding affinity towards 5-hydroxytryptamine 5A receptor using lysergic acid diethylamide (LSD) as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145074";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"10000.0"
"CHEMBL538340";"";"None";"309.54";"0";"1.39";"table 3, R4C2";"I.NC1=Nc2cc(Cl)ccc2CN1";"Ki";"'='";"347.0";"nM";"6.46";"";"";"UO_0000065";"35.56";"0.74";"5.07";"12.81";"0";"CHEMBL930817";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"347.0"
"CHEMBL536539";"";"None";"262.54";"0";"1.39";"table 3, R3C2";"Br.NC1=Nc2ccc(Cl)cc2CN1";"Ki";"'='";"807.0";"nM";"6.09";"";"";"UO_0000065";"33.55";"0.69";"4.70";"12.09";"0";"CHEMBL930817";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"807.0"
"CHEMBL404248";"";"None";"255.27";"0";"2.20";"4";"COc1cccc2c1N=C(NCC(F)F)NC2C";"Ki";"'='";"28.2";"nM";"7.55";"";"";"UO_0000065";"29.58";"0.57";"5.35";"16.54";"0";"CHEMBL930054";"Binding affinity to human 5HT5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141640";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"28.2"
"CHEMBL402400";"";"None";"215.30";"0";"2.48";"2i";"CC1NC(NC2CCC2)=Nc2ccccc21";"Ki";"'='";"122.0";"nM";"6.91";"";"";"UO_0000065";"32.11";"0.59";"4.43";"18.98";"0";"CHEMBL930054";"Binding affinity to human 5HT5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141640";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"122.0"
"CHEMBL256049";"";"None";"247.34";"0";"2.35";"2c";"CCOCCCNC1=Nc2ccccc2C(C)N1";"Ki";"'='";"176.0";"nM";"6.75";"";"";"UO_0000065";"27.31";"0.51";"4.40";"14.80";"0";"CHEMBL930054";"Binding affinity to human 5HT5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141640";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"176.0"
"CHEMBL404511";"";"None";"259.69";"0";"2.85";"1b";"CC1NC(NCC(F)F)=Nc2cccc(Cl)c21";"Ki";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"31.58";"0.66";"5.35";"22.52";"0";"CHEMBL930054";"Binding affinity to human 5HT5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141640";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"-8.2"
"CHEMBL272781";"";"None";"230.10";"0";"2.60";"22";"CC1NC(N)=Nc2c(Cl)ccc(Cl)c21";"Ki";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"35.58";"0.80";"5.59";"16.24";"0";"CHEMBL930817";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"6.5"
"CHEMBL269964";"";"None";"209.68";"0";"2.21";"13";"CNC1=Nc2cccc(Cl)c2C(C)N1";"Ki";"'='";"10.8";"nM";"7.97";"";"";"UO_0000065";"37.99";"0.78";"5.76";"21.87";"0";"CHEMBL930817";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"10.8"
"CHEMBL4802043";"MSC-4381";"None";"537.98";"1";"4.59";"EUB0001566";"CCOc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C#Cc2cnc(C(=O)O)cc2OC)c2ncccc12";"Ki";"'='";"1625.17";"nM";"5.79";"";"";"UO_0000065";"10.76";"0.21";"1.20";"4.53";"0";"CHEMBL4880031";"GPCRScan assay: inhibition of 5-HT5A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: Flp-In CHO | PMID: 11343685/8450829 | Protein length: full-length | Radioligand conc. used [nM]: 2.0 - 3.3 | Radioligand Kd None 1.91 nM | Radioligand name: [3H]-LSD | Radioligand pKd None 8.72 None | Radioligand pKd ± SEM None 0.03 None | Reference ligand: Ergotamine | Reference ligand Ki None 24.6 nM | Reference ligand pKi None 7.61 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4800726";"54";"SGC Frankfurt - Donated Chemical Probes";"";"2021";"None";"";"";"";"1625.17"
"CHEMBL5204071";"";"None";"312.34";"0";"3.26";"94";"COc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)c(O)c1";"Ki";"'='";"229.0";"nM";"6.64";"";"";"UO_0000065";"21.26";"0.39";"3.38";"11.59";"0";"CHEMBL5135848";"Binding affinity to 5HT5A receptor (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5131517";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"AGONIST";"";"229.0"
"CHEMBL5074821";"";"None";"336.44";"0";"3.34";"5A-9";"Cc1cnn(C[C@H](C)NCc2cccc(OCc3ccccn3)c2)c1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"23.54";"0.43";"4.58";"15.24";"0";"CHEMBL5049141";"Displacement of [3H]-5-CT from human 5-HT5A receptor at 100 uM incubated for 2 hr by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046284";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 100.0 microM | TIME = 2.0 hr";"ANTAGONIST";"";"12.0"
"CHEMBL189689";"";"None";"512.74";"2";"5.94";"23";"CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)nc1)C(=O)CCC1CCCC1";"Ki";"'='";"31.62";"nM";"7.50";"";"";"UO_0000065";"14.63";"0.27";"1.56";"15.47";"0";"CHEMBL840224";"Binding affinity towards human 5-hydroxytryptamine receptor 5A expressed in CHO cells using the radioligand [3H]LSD";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308072";"";"";"";"-7.5"
"CHEMBL361256";"";"None";"518.71";"2";"5.68";"20";"CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cn2)cc1)C(=O)/C=C/c1ccccc1";"Ki";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"16.00";"0.29";"2.62";"17.12";"0";"CHEMBL840224";"Binding affinity towards human 5-hydroxytryptamine receptor 5A expressed in CHO cells using the radioligand [3H]LSD";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308072";"";"";"";"-8.3"
"CHEMBL431041";"";"None";"272.35";"0";"2.33";"196";"CC(=O)Nc1ccc2[nH]cc(C3CCN(C)CC3)c2n1";"Ki";"'>'";"240.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5110043";"Binding affinity to 5-HT5A receptor (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5108009";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"";"";"240.0"
"CHEMBL2030633";"";"None";"221.30";"0";"2.30";"34";"COc1ccc(CN2CCCC2)cc1OC";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2033386";"Inhibition of 5-HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";""
"CHEMBL2205820";"";"None";"311.40";"0";"2.52";"38";"OC12C3C4CC5C6C4C1C6C(C53)N2CCCc1cccc(F)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2210360";"Binding affinity to 5-HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";""
"CHEMBL2030623";"";"None";"205.28";"0";"2.95";"13";"Fc1cccc(CN2C3CCC2CC3)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2033386";"Inhibition of 5-HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";""
"CHEMBL5090584";"";"None";"293.39";"0";"1.22";"5A6-59";"CN(C)S(=O)(=O)CCNCc1cccc2cccnc12";"Ki";"'='";"229.0";"nM";"6.64";"";"";"UO_0000065";"22.63";"0.45";"5.42";"10.66";"0";"CHEMBL5049164";"Displacement of [3H]-5-CT from human 5-HT5A receptor incubated for 2 hr by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046284";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 2.0 hr";"ANTAGONIST";"";"229.0"
"CHEMBL148489";"N-(3-PYRIDYLMETHYL)PYRROLIDINE";"None";"162.24";"0";"1.68";"35";"c1cncc(CN2CCCC2)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2033386";"Inhibition of 5-HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";""
"CHEMBL270177";"";"None";"195.65";"0";"1.95";"12";"CC1NC(N)=Nc2cccc(Cl)c21";"Ki";"'='";"5.1";"nM";"8.29";"";"";"UO_0000065";"42.38";"0.87";"6.34";"16.45";"0";"CHEMBL930817";"Displacement of [3H]LSD from human recombinant 5HT5A receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"5.1"
"CHEMBL28997";"";"None";"310.38";"0";"3.02";"5a";"Fc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL620715";"Binding affinity to cloned human 5-hydroxytryptamine 5A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"10.0"
